Date,ADN,AEE,AEP,AES,AGR,ALCE,ALE,AMPS,AQN,ARIS,ARTNA,ATO,AVA,AWK,AWR,AY,BEP,BEPC,BIP,BIPC,BKH,BNRG,CDZI,CEG,CEPU,CIG,CMS,CNP,CPK,CREG,CWCO,CWEN,CWT,D,DTE,DUK,EBR,ED,EDN,EE,EIX,ELLO,ELP,ELPC,ENIC,ENLT,ES,ETR,EVRG,EXC,FE,FLNC,FTS,GNE,GWRS,HE,HTOO,IDA,KEN,KEP,LNT,MGEE,MNTK,MSEX,NEE,NEP,NFE,NGG,NI,NJR,NRG,NRGV,NWE,NWN,OGE,OGS,OPAL,ORA,OTTR,PAM,PCG,PCYO,PEG,PNM,PNW,POR,PPL,RGCO,RNW,SBS,SJW,SMR,SO,SPH,SR,SRE,SWX,TAC,UGI,UTL,VGAS,VIA,VST,WAVE,WEC,WTRG,XEL,YORW
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-10,,1.001625923898012,0.9841273898989364,0.9682656276529007,,,1.0546257293575365,,,,1.0032835341472897,0.9842162963796391,0.9628566460300955,,0.9560191339643376,,,,,,0.9946861663836364,,0.91696746999782,,,0.9419222582829321,0.9740130981571309,0.9674504934971379,1.00601508135684,1.1303191489361701,0.9700169000603217,,0.9496736385912468,1.0062246328191775,1.0060803908954037,0.9956086487012137,,1.002771276505626,,,0.9763856028235866,1.0270270009037352,0.9176468961208425,,,,0.9702707298040667,0.9831455340740896,0.9840428896375256,0.9810312900470972,0.9733164050686345,,,,,0.9783289240852798,,0.9903327457891752,,0.9360421083373672,0.9957296809463474,0.9631181867493915,,0.9648374677998708,0.9924222857339294,,,,0.9834594011846055,0.9741316601872837,0.9796668495479748,,,0.9855764895322666,0.9927531030271347,,,1.0295065496949176,0.9857819025847228,,0.9860693264979423,0.9721212676077178,0.9848872865936129,0.978339376493615,0.9764335669365288,,0.967377592459164,1.0595187207191248,,0.9714286402050529,0.9812819780477705,,0.999395316285002,0.991004035916805,0.9614879159315404,0.9958677050281742,0.9784342016677777,1.023163092397841,0.9717359688104483,0.9791366829450624,,,,,1.0094922157262038,0.9954524088033736,0.9800222859653114,0.9255001678674815
2005-01-17,,1.0044631262099,1.0325562860397053,1.0251524744764497,,,1.064810087977389,,,,1.0247272619619336,1.025201202733857,1.0047475857639239,,1.0121063603263403,,,,,,0.989648809862433,,1.0039370229516371,,,0.9647164095771483,0.9743082032243557,1.0186917578797785,1.0011208809388317,0.8047058823529412,1.0572533211331718,,0.9997134478322633,1.0176728744106796,1.005578686815227,1.0076182626604766,,1.0002303014797223,,,1.006127177091264,1.0131578823536056,1.0717949199852554,,,,0.9938713208482203,1.0179090281980903,1.0067567709329723,1.0146194531900146,1.021410170994549,,,,,1.0203645269679447,,1.0090881730580081,,1.0852090903261786,1.0092919350761602,0.9953583136148634,,1.0060738295865204,0.9986362068601434,,,,1.0436362365153398,1.007655522262395,0.986739749551344,,,1.0189028102481328,1.0125345981104175,,,0.9757006402890508,0.9975964888201954,,1.0257988552242263,1.0019949866699644,1.0125548818324017,0.9995898102233961,0.9886285272921466,,1.0343077940558154,0.9733157315924518,,1.040440766511324,0.9985553427895654,,0.9969738522505062,1.0128846350516456,1.0061623160005886,1.0063619066022405,1.0122452509691897,1.002587798477393,1.027027190277986,1.0058783352716598,,,,,1.003526299168816,0.9991690969797614,1.0164212476626893,1.0615884872269634
2005-01-24,,1.0100984294817013,0.9803301866856778,1.0327136323246988,,,0.9916889362426423,,,,0.9929026471363108,1.0055862574794405,1.01949230318109,,1.0191394433277265,,,,,,1.006748236539222,,1.0392156862745099,,,0.9814813424476498,0.998985997512352,1.0183485968407189,0.9929079519179386,1.023391812865497,0.9877077625446475,,0.9951288311777764,0.99059317131159,0.9939898853648509,1.0131319035319073,,1.0034538273426172,,,1.024038352417563,0.9220779325331139,1.0287083528261947,,,,1.0201796904571645,1.0227064554796421,1.0192386243031393,0.9958169574889653,1.0030678505025983,,,,,1.0,,1.0023346054786808,,1.005185153046174,1.0067283473731967,0.9854269198375367,,0.9862790041889753,1.0192519879911341,,,,0.9891116955280899,1.0035611925215664,0.9766284002291332,,,0.9937158747384013,0.9941974385759736,,,1.0006387480068126,0.977108432759316,,1.0299396020518714,0.9706321486260314,0.9990162422804385,1.0004103581013017,0.9995302925618322,,0.9992465804059796,1.0568003105044441,,0.9257950052020214,0.9507957630303953,,1.0118395210119646,1.0216823260816916,0.9969377472055859,0.9956023588352395,0.9879028812854739,0.9967740638537393,0.9984964707447632,1.0003650440762546,,,,,0.9973648951679573,0.9908566304405045,1.0077996743208635,0.9837149996394914
2005-01-31,,1.0022005427256733,1.0401296198804262,1.0115191339668796,,,1.0197189768479002,,,,1.035025146103103,1.025925804675566,1.0237542523530514,,1.0152577189387355,,,,,,0.9983242986779531,,0.9660377502441406,,,1.051886551902984,1.0690349339527525,1.01351370383079,0.9849619328291663,1.2142857142857142,1.0225360638738195,,0.9346386762104735,1.0135869441644716,1.0188372353893242,1.0522385464679713,,1.0066541224066343,,,1.0162753852153195,0.8732394214850334,1.0395345267583915,,,,1.027472654886603,1.0222029863823308,1.0228269816983206,1.032671904645828,1.013251218208442,,,,,1.019257748777143,,1.0079866594079212,,1.0176861180924006,0.9763293666470833,1.0621117843684806,,1.0155811832549395,1.0266573575546165,,,,1.018633192144643,1.037378970112304,1.0469640119193853,,,1.0321695246326508,1.0175095164221755,,,1.0146774658272015,1.0275379982989306,,1.0174422147433495,0.9743589383061987,1.03920371600025,1.042189367499082,0.9903578635276529,,1.0184832471796248,0.9678240929261465,,1.0068701661665618,1.0340945524331784,,1.0132008952927551,1.0050661254665543,1.0341300968230727,1.027608895486081,1.0355105833128144,0.9889967424954115,1.045933173617675,1.0044133680266327,,,,,1.0035232927006006,1.0079701337935871,1.0055278779698453,0.9782720192846027
2005-02-07,,1.0075812553548362,1.0019856881379428,1.0718861690774304,,,1.016437009314592,,,,1.0020719236197617,1.0140794440869494,1.0124504278915663,,1.0408478653519955,,,,,,1.0134271874623755,,0.9374999860301616,,,1.058296221386752,1.0569805287343579,1.0462223307702063,1.0,1.0823529411764705,1.0207237755957197,,1.0577527877748396,1.0115307060771839,1.0189455266955667,1.0220228989439792,,1.006382895281937,,,1.0015397212205646,1.0,1.022371447883993,,,,1.0262034657220216,1.0198500626063702,1.0008584018569175,1.0372881128396725,1.0179623275291554,,,,,1.0144279917055805,,1.0017508938021045,,1.0195510198688031,1.0032726679631834,1.0108607233372475,,1.016438663828411,1.033664270358574,,,,1.005676927707568,0.9933862688340082,1.0199998685302667,,,1.029160300048299,1.0080305740161397,,,0.9905661297558408,1.003999979030254,,1.011999621218947,0.973684235292789,1.028246455403695,1.0217997751202426,1.0035966212305285,,1.0298147633653423,1.059690848119594,,1.1197882536083799,1.0485532266778395,,1.0082630697224104,1.0048695891459802,1.0214518431574673,1.0478238512640365,1.0051239937008152,0.9718588236756409,1.0503960924311408,0.9904268047240311,,,,,1.0196019162449173,1.0374527034171357,0.9961514570129208,0.9349548160520267
2005-02-14,,1.0229702933928064,0.9948527491362347,1.0338645727276632,,,0.9892844824692537,,,,0.9561490030777714,1.0259874577903902,1.0067075886914358,,0.9874926212754577,,,,,,1.0622116792959122,,1.1666666666666667,,,1.078390121497015,1.1051215444309317,1.0409669945976574,1.0114506089882118,1.0326086956521738,0.9506931767984667,,1.0226267893404197,1.0141062616118075,1.001567964135973,1.0109600474401375,,1.0111101506290783,,,1.0147603902942859,1.0,1.085339501736282,,,,0.992183169975568,1.0069384052682333,1.0158665872824355,0.9969615635482054,1.0329506433629807,,,,,0.9543484317445674,,0.9956722476544948,,1.0113635959795209,0.9807898989963004,1.0157022045233892,,1.004208493845754,1.0108555937484003,,,,0.9986973519050427,1.0066577638261043,1.053221272210294,,,1.0357756461495724,1.0144156867339051,,,1.0196826672160795,1.0230394082457117,,1.01581059822984,1.0175675828061543,1.0016593645072631,1.0217220450090212,1.0052574499466407,,0.9920878857141563,1.0071298153598218,,0.9759268634445819,1.0444254460895697,,0.9910958880646654,1.0017105171206107,1.0061388410936039,1.0384614998774746,1.0100328155050848,1.0498312400707412,1.0166778837453152,1.0074352550653685,,,,,1.0317086639003594,0.9879794389614779,0.9972406362077569,1.0797510538337873
2005-02-21,,0.9874175138844336,0.9695318418191119,1.0655106551108868,,,0.9893465251107647,,,,0.9912857228769522,0.9836922087113824,0.9966691107575746,,1.0275991662659782,,,,,,0.9820414910020944,,1.0714285714285714,,,0.9909627607118335,1.0,0.9876543648010272,1.0150943620140118,1.0421052631578946,1.0640676564546585,,1.0215519627545055,1.0060422058681686,0.9894881639278572,0.9718974226364977,,0.9861580681590865,,,0.9848486614463993,1.0,1.02016114838035,,,,0.9942223635981625,0.9717714865759579,0.9869145753774348,0.9797173805374237,0.982841872060414,,,,,0.9734480392197021,,0.9725842115167482,,0.9761235846675023,1.001848290313901,0.9823707024184284,,0.9994583650396538,0.9815183179325678,,,,0.9852169924711645,0.9977196199259663,1.0196808072471386,,,1.006907507007013,0.9813011919007384,,,0.9813198984360011,0.9858215181935694,,0.9991664875044447,0.9827357090546182,0.9782811496776241,0.9745634036895463,0.9985733528540666,,0.9806058765389619,0.9776992885797203,,1.0488822931222455,0.9926848205778334,,0.972446541395825,1.0036993862658425,0.9852276120239476,0.975308519459634,0.9839533890908438,0.9884543288779654,1.0038207352817787,0.9977861490809505,,,,,0.9860063769712094,1.0187752453937016,0.9883787775682615,1.0041908786415448
2005-02-28,,1.0090178704283845,0.9902165031158467,1.009041455194137,,,0.9711206957395832,,,,0.9952378590839879,0.9835258492475806,1.0240784393803568,,1.0007358890544416,,,,,,1.0170037550802538,,1.0,,,1.0249798025015286,0.9869916318667561,0.9983332480650808,1.0033455027220148,1.101010101010101,0.9770629569336828,,0.962024852518997,1.0157276513892524,0.9995474270360464,1.0135183771126297,,0.9836639210735636,,,0.9993842598819266,0.806451637712652,1.0790512478221082,,,,0.9949005171132136,1.0039218762722029,0.9828909904067951,1.020702520814166,1.0140152767517507,,,,,0.98120130240316,,0.993812274412105,,1.0071942811662071,0.9867203801031369,0.9983660974411727,,0.9707316313604593,1.0095425279882524,,,,0.9991179119165943,1.01485752285623,1.0044342311208678,,,0.9997263271980569,0.9889483741459988,,,0.9847716542975798,1.0099877750455448,,0.9785809832609751,0.9878378173745926,1.026340324204972,1.0222047671636925,0.9938112047573319,,1.0081324093848314,0.9710351795813534,,1.0053265250533736,0.9647924801135785,,0.9892207216659592,1.0051036380124045,1.0228163404105337,1.0126580671361276,0.9976131705604896,0.952411109798054,1.0089596826538283,0.9892752600422434,,,,,0.9855236011867092,0.9847759007595464,0.9921609135797494,1.0
2005-03-07,,1.0090601928409382,1.0347306285669087,1.0543609960363562,,,1.0965222935843395,,,,0.9885905838686821,1.025389611143968,1.0,,0.9863974409495675,,,,,,1.0479493700807814,,0.9333333333333333,,,0.9570599876513416,1.0716637535724873,1.0442406111172051,1.0040759511710462,0.9357798165137615,1.025431682147291,,1.0295326637559972,1.0426208278933347,1.0486205089284812,1.0418676621045055,,1.0058473517205202,,,1.037561596731147,1.1800000190734863,0.9725274687002619,,,,1.0112475976943995,1.0384830323251315,1.0197667408131348,1.0328484259657196,1.0128511471410708,,,,,1.020285909129558,,1.0141819644645729,,1.0078571544704964,1.0216821218232666,1.0027925873629902,,1.0290345763676154,1.0400510773819598,,,,1.02208438002728,1.0220712735946378,1.0010387651478554,,,1.0142735847467812,1.055491141837876,,,1.0212630953845951,1.0083066766109037,,1.0176235650654528,0.9603283222813873,1.0304528847362286,1.0419214342717429,1.033533033421432,,1.010267595722908,0.9973902053654651,,0.9966883940183208,1.09250362818277,,1.013387198690278,1.010155044245131,1.0388784928611317,1.0545001738806306,1.0235252780456414,1.038674464720649,1.015418865368575,1.0254199606957868,,,,,1.0276498541328694,1.0370220773617371,1.012415578327222,1.043818791909717
