,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
368,BHE,"Benchmark Electronics, Inc.",1.09B,0.39%,193028,2.84B
369,PUBM,"PubMatic, Inc.",1.08B,6.38%,763365,267.01M
370,SCSC,"ScanSource, Inc.",1.08B,0.58%,255290,3.59B
371,INFN,Infinera Corporation,1.07B,-1.95%,840459,1.65B
372,CRCT,"Cricut, Inc.",1.06B,2.14%,1044249,765.15M
373,RPAY,Repay Holdings Corporation,1.05B,-,704594,296.63M
374,IE,Ivanhoe Electric Inc.,1.05B,4.52%,200308,3.90M
375,HIMX,"Himax Technologies, Inc.",1.02B,-1.85%,381000,945.43M
376,MODN,"Model N, Inc.",987.13M,1.86%,260499,253.80M
377,GDYN,"Grid Dynamics Holdings, Inc.",966.39M,0.96%,57346,312.91M
378,NYAX,Nayax Ltd.,962.26M,-,12436,235.49M
379,RSKD,Riskified Ltd.,937.89M,-0.95%,301688,297.61M
380,GB,Global Blue Group Holding AG,937.28M,2.55%,40934,448.71M
381,NVTS,Navitas Semiconductor Corporation,933.91M,-0.29%,1816147,79.46M
382,PGY,Pagaya Technologies Ltd.,927.70M,-,624057,812.05M
383,VMEO,"Vimeo, Inc.",919.20M,-1.37%,1880618,417.21M
384,OLO,Olo Inc.,903.38M,-2.69%,575205,228.29M
385,SSYS,Stratasys Ltd.,872.58M,-2.00%,150507,627.60M
386,RDWR,Radware Ltd.,849.43M,2.67%,233781,261.29M
387,WEAV,"Weave Communications, Inc.",838.59M,-0.84%,98702,162.46M
388,ENFN,"Enfusion, Inc.",826.79M,-0.11%,764738,174.54M
389,TWKS,"Thoughtworks Holding, Inc.",822.97M,0.39%,486147,1.13B
390,YALA,Yalla Group Limited,820.25M,0.77%,167299,318.88M
391,KARO,Karooooo Ltd.,818.50M,-,779,215.12M
392,WALD,Waldencast plc,805.70M,-0.44%,41556,166.13M
393,KC,Kingsoft Cloud Holdings Limited,794.07M,-1.43%,962596,1.03B
394,PSFE,Paysafe Limited,792.24M,2.88%,446738,1.60B
395,CORZ,"Core Scientific, Inc.",791.50M,-5.51%,4632618,-
396,WKME,WalkMe Ltd.,759.80M,0.12%,57925,266.95M
397,IIIV,"i3 Verticals, Inc.",755.89M,-0.20%,133674,376.20M
398,BLND,"Blend Labs, Inc.",747.08M,-11.46%,4261154,163.53M
399,BELFB,Bel Fuse Inc.,736.81M,0.95%,42310,639.81M
400,BELFA,Bel Fuse Inc.,736.75M,2.35%,2636,639.81M
401,YEXT,"Yext, Inc.",729.22M,-0.09%,394169,405.11M
402,BTDR,Bitdeer Technologies Group,704.27M,7.31%,1174298,-
403,HKD,AMTD Digital Inc.,694.03M,2.48%,403561,33.07M
404,NNDM,Nano Dimension Ltd.,691.24M,1.03%,1026818,53.96M
405,ML,MoneyLion Inc.,690.83M,9.55%,306612,423.43M
406,DSP,Viant Technology Inc.,686.64M,-2.66%,85302,222.93M
407,IMXI,"International Money Express, Inc.",685.11M,-1.13%,80742,658.74M
408,HCKT,"The Hackett Group, Inc.",684.96M,-1.21%,26883,296.59M
409,CNDT,Conduent Incorporated,681.37M,-1.86%,557762,3.72B
410,AOSL,Alpha and Omega Semiconductor Limited,659.45M,-2.17%,61563,640.00M
411,DDD,3D Systems Corporation,648.05M,-1.03%,715429,505.95M
412,CRNC,Cerence Inc.,635.54M,1.18%,181513,349.15M
413,DMRC,Digimarc Corporation,629.25M,-1.14%,73425,34.85M
414,NOVA,Sunnova Energy International Inc.,624.67M,-7.35%,7761842,720.65M
415,SNPO,Snap One Holdings Corp.,611.22M,-0.77%,10314,1.06B
416,LASR,"nLIGHT, Inc.",609.56M,1.01%,71603,209.92M
417,MTTR,"Matterport, Inc.",600.05M,0.26%,1116351,157.75M
418,CEVA,"CEVA, Inc.",581.85M,-0.37%,49779,97.42M
419,ICG,Intchains Group Limited,577.80M,-1.29%,517,11.43M
420,MLAB,"Mesa Laboratories, Inc.",574.30M,-0.44%,27072,212.87M
421,BIGC,"BigCommerce Holdings, Inc.",572.20M,0.60%,167054,309.39M
422,SMRT,"SmartRent, Inc.",566.76M,-1.08%,534078,236.84M
423,ITRN,Ituran Location and Control Ltd.,561.40M,-1.67%,31443,319.98M
424,AAOI,"Applied Optoelectronics, Inc.",547.56M,-2.17%,1210020,217.65M
425,TTEC,"TTEC Holdings, Inc.",541.63M,-2.15%,98868,2.46B
426,ALNT,Allient Inc.,541.27M,0.43%,33997,578.63M
427,MITK,"Mitek Systems, Inc.",540.69M,1.85%,124348,172.32M
428,BAND,Bandwidth Inc.,539.34M,-2.09%,395288,601.12M
429,DJCO,Daily Journal Corporation,538.80M,-1.51%,15466,71.40M
430,SCWX,SecureWorks Corp.,533.69M,-0.64%,27011,392.06M
431,SKYT,"SkyWater Technology, Inc.",531.42M,-3.63%,218300,272.62M
432,MGIC,Magic Software Enterprises Ltd.,528.50M,7.34%,237015,556.65M
433,EB,"Eventbrite, Inc.",521.56M,0.29%,1318059,326.13M
434,CGNT,Cognyte Software Ltd.,517.25M,9.52%,436318,302.97M
435,CINT,CI&T Inc,516.72M,-1.81%,41800,465.47M
436,BBAI,"BigBear.ai Holdings, Inc.",511.28M,6.65%,24734335,154.96M
437,XPER,Xperi Holding Corporation,496.28M,-0.85%,122383,521.33M
438,TSAT,Telesat Corporation,482.43M,-0.16%,4173,551.81M
439,SPWR,SunPower Corporation,482.24M,-3.09%,3420322,1.83B
440,RXT,"Rackspace Technology, Inc.",478.26M,-16.06%,3928695,3.02B
441,NRDY,"Nerdy, Inc.",475.98M,-2.92%,1324295,193.40M
442,MEI,"Methode Electronics, Inc.",469.28M,-2.64%,280594,1.14B
443,VPG,"Vishay Precision Group, Inc.",468.12M,-0.40%,13718,355.05M
444,CTLP,"Cantaloupe, Inc.",465.17M,-0.63%,150346,252.57M
445,ADTN,"ADTRAN Holdings, Inc.",463.54M,-5.09%,294037,1.28B
446,MVIS,"MicroVision, Inc.",454.97M,-0.86%,1440314,7.26M
447,VNET,"VNET Group, Inc.",452.96M,7.95%,2672897,1.02B
448,AEHR,Aehr Test Systems,452.64M,-1.40%,322845,81.53M
449,RDZN,"Roadzen, Inc.",452.39M,3.07%,6882,-
450,AVNW,"Aviat Networks, Inc.",451.70M,0.03%,43615,357.26M
451,CLFD,"Clearfield, Inc.",447.67M,-1.64%,182766,217.01M
452,NTGR,"NETGEAR, Inc.",435.43M,0.95%,44093,740.84M
453,DAVE,Dave Inc.,430.08M,-3.73%,78498,259.09M
454,NUKK,Nukkleus Inc.,426.06M,-9.82%,1179137,26.73M
455,BLZE,"Backblaze, Inc.",421.65M,0.32%,144869,96.21M
456,LAW,"CS Disco, Inc.",420.71M,1.16%,100717,138.09M
457,AUDC,AudioCodes Ltd.,415.58M,1.74%,39531,244.38M
458,LYTS,LSI Industries Inc.,413.09M,0.35%,32964,473.55M
459,DAKT,"Daktronics, Inc.",410.05M,-0.16%,283110,812.07M
460,NVEC,NVE Corporation,402.28M,0.53%,6276,35.52M
461,FARO,"FARO Technologies, Inc.",397.22M,-3.72%,261137,358.83M
462,EGHT,"8x8, Inc.",388.78M,-10.79%,849848,733.82M
463,MTC,"MMTec, Inc.",384.35M,-4.66%,78768,3.22M
464,OSPN,OneSpan Inc.,378.27M,-1.90%,290753,235.11M
465,AMSWA,"American Software, Inc.",371.07M,0.63%,77167,110.31M
466,PRCH,"Porch Group, Inc.",367.04M,4.09%,1863111,382.94M
467,DOMO,"Domo, Inc.",353.73M,2.12%,101946,318.43M
468,QBTS,D-Wave Quantum Inc.,353.44M,0.45%,8252226,8.25M
469,UIS,Unisys Corporation,349.58M,-1.27%,159736,2.02B
470,FRGE,"Forge Global Holdings, Inc.",336.52M,2.60%,96368,67.58M
471,GPRO,"GoPro, Inc.",331.27M,-0.89%,845159,1.01B
472,CAN,Canaan Inc.,325.72M,-1.44%,11505087,211.48M
473,RGTI,"Rigetti Computing, Inc.",324.09M,-5.43%,8629102,14.69M
474,STEM,"Stem, Inc.",320.28M,-6.40%,3895049,461.52M
475,COMM,"CommScope Holding Company, Inc.",318.12M,-1.88%,3498188,5.79B
476,GILT,Gilat Satellite Networks Ltd.,314.23M,0.09%,69179,266.09M
477,PERF,Perfect Corp.,313.89M,-4.14%,75945,53.51M
478,APPS,"Digital Turbine, Inc.",311.67M,1.67%,1364228,572.38M
479,TGAN,"Transphorm, Inc.",306.25M,0.41%,178694,18.76M
480,MTLS,Materialise NV,305.58M,0.19%,49313,308.81M
481,WBX,Wallbox N.V.,304.20M,-0.69%,149860,158.67M
482,CLMB,"Climb Global Solutions, Inc.",302.60M,0.57%,3865,352.01M
483,RMNI,"Rimini Street, Inc.",289.43M,-,69639,431.50M
484,OPFI,OppFi Inc.,280.50M,5.88%,259567,255.89M
485,ONTF,"ON24, Inc.",274.32M,0.45%,82689,170.94M
486,IBEX,IBEX Limited,267.10M,3.49%,186196,513.10M
487,TRAK,"Park City Group, Inc.",264.58M,-0.89%,19844,19.81M
488,CCSI,"Consensus Cloud Solutions, Inc.",263.37M,-1.24%,227008,362.56M
489,KOPN,Kopin Corporation,260.78M,-1.48%,477940,44.00M
490,CRNT,Ceragon Networks Ltd.,259.08M,1.14%,804868,347.18M
491,AIP,"Arteris, Inc.",258.51M,-1.02%,32861,53.67M
492,RDVT,"Red Violet, Inc.",256.38M,0.65%,6393,60.20M
493,QUIK,QuickLogic Corporation,249.32M,-0.45%,190726,17.80M
494,IMMR,Immersion Corporation,243.78M,6.76%,1664601,33.92M
495,API,"Agora, Inc.",243.41M,-1.51%,45044,141.54M
496,PRTH,"Priority Technology Holdings, Inc.",237.23M,2.24%,46732,755.61M
497,OPTX,"Syntec Optics Holdings, Inc.",237.01M,-0.62%,10082,42.42M
498,LSAK,"Lesaka Technologies, Inc.",232.07M,3.90%,36598,547.10M
499,TLS,Telos Corporation,231.85M,0.75%,218569,151.66M
500,ASUR,"Asure Software, Inc.",231.81M,-1.45%,60570,119.08M
501,AISP,"Airship AI Holdings, Inc.",224.63M,29.08%,5423872,22.64M
502,MIXT,MiX Telematics Limited,222.85M,10.75%,451115,150.06M
503,VLN,Valens Semiconductor Ltd.,220.94M,-2.52%,187865,84.16M
504,LUNA,Luna Innovations Incorporated,217.20M,-39.86%,2299456,116.61M
505,DM,"Desktop Metal, Inc.",216.92M,0.05%,1628452,197.91M
506,ITI,"Iteris, Inc.",211.22M,-2.63%,61607,171.68M
507,MX,Magnachip Semiconductor Corporation,210.43M,-,353687,230.05M
508,NOTE,"FiscalNote Holdings, Inc.",209.25M,5.90%,760586,129.83M
509,SSTI,SoundThinking Inc,208.24M,-1.16%,8540,87.67M
510,OUST,"Ouster, Inc.",205.90M,0.69%,373600,69.77M
511,TCX,Tucows Inc.,204.08M,-1.98%,24258,331.29M
512,EGAN,eGain Corporation,200.01M,0.31%,52040,95.64M
513,III,"Information Services Group, Inc.",199.14M,-1.94%,72734,291.05M
514,CSPI,CSP Inc.,199.13M,2.13%,63378,61.68M
515,BKSY,BlackSky Technology Inc.,198.54M,-0.72%,628422,78.40M
516,ATGL,Alpha Technology Group Limited,198.11M,-3.45%,17631,1.11M
517,AXTI,"AXT, Inc.",196.40M,-0.11%,277771,82.16M
518,HEAR,Turtle Beach Corporation,191.97M,-0.91%,131093,259.48M
519,KLTR,"Kaltura, Inc.",186.24M,-0.08%,19010,175.17M
520,TROO,"TROOPS, Inc.",182.88M,-1.73%,2240,3.88M
521,VOXX,VOXX International Corporation,180.78M,0.86%,3497,497.35M
522,EXFY,"Expensify, Inc.",180.64M,2.83%,118603,150.69M
523,REKR,"Rekor Systems, Inc.",180.63M,-0.47%,741382,28.42M
524,MRAM,"Everspin Technologies, Inc.",174.90M,2.18%,146978,63.77M
525,INOD,Innodata Inc.,172.09M,8.27%,463965,86.78M
526,ATOM,Atomera Incorporated,171.56M,-0.63%,65688,550.00K
527,MAXN,"Maxeon Solar Technologies, Ltd.",170.22M,-2.91%,2841099,1.22B
528,INVE,"Identiv, Inc.",165.00M,7.72%,144646,116.40M
529,CMTL,Comtech Telecommunications Corp.,164.00M,-24.57%,1767540,570.77M
530,SATL,Satellogic Inc.,163.27M,0.55%,10499,6.81M
531,PXLW,"Pixelworks, Inc.",160.04M,-0.71%,213565,56.49M
532,PAYS,"PaySign, Inc.",159.32M,1.32%,55196,44.20M
533,SANG,Sangoma Technologies Corporation,157.74M,0.53%,8313,189.28M
534,MKFG,Markforged Holding Corporation,151.91M,-1.93%,86243,99.28M
535,YIBO,Planet Image International Limited,143.86M,-2.91%,1817,142.13M
536,VCSA,"Vacasa, Inc.",142.37M,4.09%,49216,1.12B
537,LTRX,"Lantronix, Inc.",142.04M,-1.58%,131552,137.96M
538,ZFOX,"ZeroFox Holdings, Inc.",138.35M,0.90%,127113,-
539,AIXI,Xiao-I Corporation,138.33M,9.38%,339108,61.80M
540,WRAP,"Wrap Technologies, Inc.",137.95M,-2.24%,144422,9.13M
541,MAPS,"WM Technology, Inc.",137.78M,2.26%,165139,195.87M
542,GMM,Global Mofy Metaverse Limited,135.46M,4.91%,2107260,26.89M
543,INTT,inTEST Corporation,135.36M,-1.71%,113288,129.55M
544,PSQH,"PSQ Holdings, Inc.",135.22M,0.82%,88575,1.38M
545,ARBE,Arbe Robotics Ltd.,132.53M,2.92%,56099,1.47M
546,,Nano Labs Ltd,131.16M,3.76%,15623,655.30M
547,ARQQ,Arqit Quantum Inc.,129.12M,5.49%,1112989,640.00K
548,ALOT,"AstroNova, Inc.",125.39M,-,7573,148.35M
549,PXDT,"Pixie Dust Technologies, Inc.",121.00M,-9.36%,6693,5.71M
550,CMBM,Cambium Networks Corporation,120.53M,4.23%,39021,264.50M
551,RELL,"Richardson Electronics, Ltd.",120.37M,0.77%,54162,225.91M
552,MPTI,"M-tron Industries, Inc.",119.77M,0.93%,34229,39.07M
553,SURG,"SurgePays, Inc.",118.16M,-28.04%,3359569,141.05M
554,PWFL,"PowerFleet, Inc.",117.60M,11.71%,1188758,132.20M
555,SOL,Emeren Group Ltd,115.14M,-0.99%,319513,86.34M
556,ALAR,Alarum Technologies Ltd.,114.33M,3.75%,166897,24.54M
557,MYNA,Mynaric AG,112.21M,-3.11%,266,4.70M
558,UEIC,Universal Electronics Inc.,110.31M,1.75%,11872,445.62M
559,SNCR,"Synchronoss Technologies, Inc.",107.03M,-8.43%,258014,234.70M
560,LDTC,LeddarTech Holdings Inc.,105.44M,-1.48%,15960,6.16M
561,ZENV,Zenvia Inc.,103.42M,1.97%,2724,153.40M
562,SILC,Silicom Ltd.,103.37M,-0.39%,7398,124.13M
563,FEBO,Fenbo Holdings Limited,102.96M,0.75%,4900,15.30M
564,GSIT,"GSI Technology, Inc.",102.70M,3.45%,148736,22.00M
565,BEEM,Beam Global,101.50M,-1.72%,46793,55.22M
566,FEIM,"Frequency Electronics, Inc.",100.09M,-0.75%,2484,49.61M
567,RSSS,"Research Solutions, Inc.",97.54M,-0.67%,11017,40.68M
568,AEYE,"AudioEye, Inc.",97.31M,3.20%,70315,31.32M
569,IZM,ICZOOM Group Inc.,97.07M,-3.31%,297836,214.41M
570,XBP,XBP Europe Holdings Inc,96.80M,-3.96%,19109,220.74M
571,CCRD,CoreCard Corporation,96.56M,4.94%,9933,56.00M
572,OCFT,"OneConnect Financial Technology Co., Ltd.",94.24M,0.21%,3696,548.19M
573,SYT,"SYLA Technologies Co., Ltd.",93.92M,-0.56%,604,152.12M
574,VUZI,Vuzix Corporation,92.56M,-1.40%,217702,13.96M
575,QUBT,"Quantum Computing, Inc.",91.62M,-2.46%,3881315,284.43K
576,LPSN,"LivePerson, Inc.",89.43M,-0.99%,1375090,401.98M
577,BCOV,Brightcove Inc.,87.41M,-2.00%,193978,201.19M
578,KVHI,"KVH Industries, Inc.",87.27M,2.92%,76989,137.41M
579,VLD,"Velo3D, Inc.",86.65M,2.74%,2169767,105.54M
580,ALLT,Allot Ltd.,85.69M,1.34%,19445,93.15M
581,RYDE,Ryde Group Ltd,84.94M,-15.43%,623531,6.58M
582,GNSS,Genasys Inc.,84.53M,-0.52%,6622,40.54M
583,BMR,Beamr Imaging Ltd.,84.14M,27.16%,7316263,2.91M
584,RTC,Baijiayun Group Ltd,82.09M,3.40%,87853,11.36M
585,PHUN,"Phunware, Inc.",81.86M,-11.54%,890731,15.80M
586,PET,Wag! Group Co.,80.85M,-1.46%,48074,79.28M
587,AUID,authID Inc.,79.91M,-4.16%,11990,384.32K
588,SELX,Semilux International Ltd.,79.15M,-27.41%,1386165,3.89M
589,BKKT,"Bakkt Holdings, Inc.",77.92M,3.77%,2080763,580.99M
590,SOTK,Sono-Tek Corporation,75.73M,0.64%,1526,18.59M
591,SSNT,"SilverSun Technologies, Inc.",74.79M,4.26%,42380,52.21M
592,LINK,"Interlink Electronics, Inc.",74.61M,-2.79%,4274,12.01M
593,UPLD,"Upland Software, Inc.",74.16M,-2.83%,247166,297.85M
594,OSS,"One Stop Systems, Inc.",73.35M,8.71%,101561,65.99M
595,ZEPP,Zepp Health Corporation,72.64M,1.68%,52673,408.16M
596,SPRU,Spruce Power Holding Corporation,72.36M,-3.27%,25716,71.22M
597,TYGO,"Tigo Energy, Inc.",71.66M,3.28%,44462,-
598,ELTK,Eltek Ltd.,71.29M,-1.41%,130101,46.70M
599,ONDS,Ondas Holdings Inc.,70.81M,-1.85%,139910,11.21M
600,MKTW,"MarketWise, Inc.",70.71M,4.66%,61425,-
601,TACT,TransAct Technologies Incorporated,68.41M,-14.34%,77033,77.32M
602,ASYS,"Amtech Systems, Inc.",67.27M,0.21%,10707,116.68M
603,WFCF,"Where Food Comes From, Inc.",64.88M,4.45%,1365,25.14M
604,KPLT,"Katapult Holdings, Inc.",63.58M,25.32%,37824,214.34M
605,VERI,"Veritone, Inc.",63.49M,20.76%,21921039,137.25M
606,STIX,"Semantix, Inc.",62.32M,-1.24%,11969,44.82M
607,POET,POET Technologies Inc.,61.86M,0.77%,22213,557.79K
608,EBON,Ebang International Holdings Inc.,61.74M,2.97%,24622,11.35M
609,RCAT,"Red Cat Holdings, Inc.",60.81M,-0.43%,177516,10.99M
610,CSLR,"Complete Solaria, Inc.",59.56M,-11.09%,115124,171.96M
611,AKTS,"Akoustis Technologies, Inc.",59.16M,1.88%,157018,29.71M
612,NVNI,Nvni Group Limited,58.68M,3.54%,273,23.54M
613,DPSI,"Decisionpoint Systems, Inc.",58.18M,4.14%,5421,109.57M
614,FTCI,"FTC Solar, Inc.",57.10M,9.59%,849402,130.02M
615,GRRR,Gorilla Technology Group Inc.,56.98M,2.14%,702151,-
616,LPTH,"LightPath Technologies, Inc.",54.37M,3.50%,21357,32.49M
617,DZSI,DZS Inc.,53.33M,6.03%,82833,389.46M
618,KNW,"Know Labs, Inc.",52.63M,5.58%,81082,-
619,KTCC,Key Tronic Corporation,51.87M,-0.83%,1642,620.34M
620,ISDR,Issuer Direct Corporation,49.41M,-3.01%,7873,33.38M
621,CLRO,"ClearOne, Inc.",49.36M,3.40%,6491508,18.57M
622,QMCO,Quantum Corporation,49.35M,9.76%,320821,407.47M
623,EGIO,"Edgio, Inc.",47.78M,-5.15%,42256,379.92M
624,AGMH,AGM Group Holdings Inc.,45.36M,6.42%,184709,165.45M
625,REFR,Research Frontiers Incorporated,45.24M,-4.44%,24693,909.60K
626,MOGO,Mogo Inc.,44.25M,7.78%,75808,48.30M
627,SATX,Satixfy Communications Ltd.,44.07M,-2.88%,19064,-
628,MNDO,MIND C.T.I. Ltd,43.95M,0.69%,27623,21.61M
629,PALT,"Paltalk, Inc.",43.90M,1.23%,57200,11.08M
630,ULY,Urgent.ly Inc.,43.87M,2.43%,103529,-
631,SWVL,Swvl Holdings Corp.,43.26M,12.92%,81185,21.87M
632,USIO,"Usio, Inc.",42.88M,3.68%,10828,81.93M
633,MRT,"Marti Technologies, Inc.",42.26M,1.21%,82862,34.47M
634,JFU,9F Inc.,41.21M,-,5330,102.96M
635,ARBB,ARB IOT Group Limited,40.71M,-3.25%,25040,51.65M
636,CPTN,"Cepton, Inc.",39.93M,-0.79%,6854,9.68M
637,DGHI,Digihost Technology Inc.,39.62M,2.90%,110896,21.01M
638,MOBX,Mobix Labs Inc,39.50M,12.42%,188471,-
639,LAES,SEALSQ Corp,39.33M,-9.05%,2145782,27.29M
640,AIRG,"Airgain, Inc.",39.08M,13.53%,33435,56.04M
641,DTST,Data Storage Corporation,38.69M,17.02%,498190,24.74M
642,BKTI,BK Technologies Corporation,38.53M,3.14%,1553,78.13M
643,STRC,Sarcos Technology and Robotics Corporation,38.30M,-2.03%,273304,6.15M
644,AWRE,"Aware, Inc.",37.99M,-11.60%,181279,17.93M
645,CREX,"Creative Realities, Inc.",37.78M,0.56%,13784,41.20M
646,INSG,Inseego Corp.,37.54M,0.81%,16731,195.69M
647,INLX,"Intellinetics, Inc.",37.23M,10.28%,68782,16.73M
648,CASA,"Casa Systems, Inc.",36.34M,-2.65%,133487,249.79M
649,DSWL,"Deswell Industries, Inc.",35.53M,1.35%,4515,70.63M
650,IDN,"Intellicheck, Inc.",34.84M,0.56%,18523,18.28M
651,MLGO,MicroAlgo Inc.,34.57M,-5.60%,2862969,-
652,FKWL,Franklin Wireless Corp.,33.94M,-0.35%,24858,47.36M
653,BTCM,BIT Mining Limited,33.56M,-2.05%,119138,43.10M
654,SQNS,Sequans Communications S.A.,32.95M,-0.94%,148974,33.62M
655,APCX,AppTech Payments Corp.,32.80M,-2.21%,61034,471.00K
656,NTWK,"NetSol Technologies, Inc.",32.35M,2.46%,41485,56.78M
657,MSAI,MultiSensor AI Holdings Inc.,32.20M,-16.36%,143577,11.08M
658,LGL,"The LGL Group, Inc.",31.80M,0.17%,405,-20.83M
659,DAIO,Data I/O Corporation,31.57M,-2.43%,10663,28.46M
660,FATH,Fathom Digital Manufacturing Corporation,31.44M,-3.66%,3773,139.34M
661,RBT,"Rubicon Technologies, Inc.",31.44M,-6.81%,395254,692.91M
662,DUOT,"Duos Technologies Group, Inc.",31.16M,-,16056,11.88M
663,EMKR,EMCORE Corporation,31.08M,-0.25%,300072,96.89M
664,FCUV,Focus Universal Inc.,30.90M,8.66%,55453,841.01K
665,NSYS,Nortech Systems Incorporated,30.68M,3.73%,514,138.90M
666,CXAI,CXApp Inc.,30.66M,38.18%,17245214,-
667,SONM,"Sonim Technologies, Inc.",29.50M,-1.46%,43013,104.32M
668,HOLO,MicroCloud Hologram Inc.,29.05M,45.40%,42453402,-
669,HKIT,Hitek Global Inc.,27.40M,7.56%,520040,6.43M
670,CLPS,CLPS Incorporation,26.90M,-2.86%,314,145.37M
671,SMSI,"Smith Micro Software, Inc.",26.83M,-5.00%,226611,40.86M
672,CPSH,CPS Technologies Corporation,26.57M,2.73%,14848,26.92M
673,SOS,SOS Limited,26.12M,-30.75%,4005843,217.08M
674,NXPL,NextPlat Corp,25.84M,1.81%,17028,23.75M
675,UTSI,UTStarcom Holdings Corp.,25.65M,-3.27%,1582,13.07M
676,WKEY,WISeKey International Holding AG,24.49M,-,25469,28.08M
677,TRT,Trio-Tech International,24.43M,-0.17%,2138,41.09M
678,OCC,Optical Cable Corporation,24.00M,-3.78%,22640,72.17M
679,GETR,"Getaround, Inc.",23.96M,2.91%,2736329,68.37M
680,ANY,Sphere 3D Corp.,23.69M,0.93%,326586,15.64M
681,KOSS,Koss Corporation,22.95M,2.02%,10508,13.21M
682,RVYL,Ryvyl Inc.,22.70M,0.25%,14703,54.04M
683,WYY,WidePoint Corporation,22.20M,9.56%,3759,101.11M
684,DTSS,Datasea Inc.,22.16M,-,49556,23.68M
685,VIAO,VIA optronics AG,21.97M,8.19%,523,210.00M
686,VRAR,"The Glimpse Group, Inc.",21.51M,1.95%,12519,11.76M
687,BMTX,"BM Technologies, Inc.",21.17M,4.68%,3217,56.90M
688,HTCR,"HeartCore Enterprises, Inc.",21.05M,0.99%,45093,20.52M
689,SGMA,"SigmaTron International, Inc.",20.42M,-,14286,399.71M
690,FTFT,Future FinTech Group Inc.,20.39M,2.94%,114779,31.99M
691,SYNX,Silynxcom Ltd.,20.27M,4.04%,15531,7.26M
692,VHC,VirnetX Holding Corp,20.26M,-1.43%,984,12.00K
693,NEON,Neonode Inc.,19.66M,4.69%,22155,4.45M
694,TAIT,Taitron Components Incorporated,19.39M,2.36%,10653,6.92M
695,SPPL,SIMPPLE LTD.,19.31M,-3.23%,1703941,4.88M
696,SPI,"SPI Energy Co., Ltd.",19.14M,-1.66%,22647,209.89M
697,MRDB,MariaDB plc,18.70M,13.48%,92587,53.92M
698,JG,Aurora Mobile Limited,18.55M,-7.61%,16568,41.23M
699,KULR,"KULR Technology Group, Inc.",18.10M,3.02%,1253988,9.31M
700,CTM,"Castellum, Inc.",17.82M,-3.57%,218919,44.18M
701,PRST,"Presto Automation, Inc.",17.59M,9.46%,859347,21.20M
702,AMPG,"AmpliTech Group, Inc.",17.05M,3.58%,9267,15.85M
703,UMAC,"Unusual Machines, Inc.",16.91M,0.47%,104750,4.89M
704,TSRI,"TSR, Inc.",16.83M,1.40%,1297,93.37M
705,BOSC,B.O.S. Better Online Solutions Ltd.,15.61M,2.31%,5582,44.62M
706,MTBL,"Moatable, Inc.",14.79M,-2.28%,19369,50.81M
707,MINM,"Minim, Inc.",14.57M,23.75%,4226287,35.27M
708,CISO,CISO Global Inc,14.29M,25.89%,527693,58.06M
709,ELSE,"Electro-Sensors, Inc.",14.05M,2.20%,551,8.35M
710,MVLA,Movella Holdings Inc.,13.74M,-6.67%,316616,57.99M
711,MMAT,Meta Materials Inc.,13.72M,-,102659,7.09M
712,XELA,"Exela Technologies, Inc.",13.62M,-1.40%,38909,1.07B
713,CYN,Cyngn Inc.,13.50M,4.33%,1614188,1.49M
714,WRNT,Warrantee Inc.,13.22M,1.68%,36495,1.64M
715,CAUD,Collective Audience Inc.,13.20M,-3.85%,74422,28.63M
716,SVRE,SaverOne 2014 Ltd,13.14M,11.86%,272174,2.29M
717,AHI,Advanced Human Imaging Limited,13.11M,-3.23%,12201,2.79M
718,OLB,"The OLB Group, Inc.",12.79M,-5.05%,18282,31.62M
719,TURB,"Turbo Energy, S.A.",12.78M,-,663,34.04M
720,BNZI,"Banzai International, Inc.",11.97M,-,554436,7.70M
721,WATT,Energous Corporation,11.91M,-3.06%,33155,561.71K
722,HUBC,HUB Cyber Security (Israel) Ltd.,11.20M,-5.26%,155283,73.04M
723,BLIN,"Bridgeline Digital, Inc.",11.04M,-0.93%,18510,15.56M
724,MSN,Emerson Radio Corp.,10.94M,-0.02%,17460,8.74M
725,MTEK,Maris-Tech Ltd.,10.87M,-,9963,2.01M
726,SGE,"Strong Global Entertainment, Inc.",10.67M,-1.11%,505,50.13M
727,INPX,Inpixon,10.57M,-11.13%,42364005,12.46M
728,SLNH,"Soluna Holdings, Inc.",10.01M,-2.93%,53426,15.13M
729,IDAI,T Stamp Inc.,9.87M,8.33%,4746732,4.49M
730,LEDS,SemiLEDs Corporation,9.78M,4.53%,12946,5.93M
731,SOBR,"SOBR Safe, Inc.",9.64M,3.85%,65033,144.33K
732,SGN,Signing Day Sports Inc.,9.54M,4.08%,161350,222.22K
733,BOXL,Boxlight Corporation,9.11M,2.61%,47290,180.72M
734,WLDS,Wearable Devices Ltd.,9.07M,1.81%,83798,29.00K
735,VJET,voxeljet AG,9.04M,-48.70%,449115,29.61M
736,ELWS,"Earlyworks Co., Ltd",9.02M,5.10%,938281,314.78K
737,ISUN,"iSun, Inc.",8.95M,-0.58%,128722,96.13M
738,MIND,"MIND Technology, Inc.",8.79M,-1.61%,6355,38.72M
739,JTAI,Jet.AI Inc.,8.64M,6.64%,508686,29.90M
740,EZFL,EZFill Holdings Inc.,8.63M,6.28%,22934,22.38M
741,WETG,"WeTrade Group, Inc.",8.53M,4.66%,6884,4.72M
