,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
367,CDRO,"Codere Online Luxembourg, S.A.",315.27M,0.98%,56617,152.88M
368,ZUMZ,Zumiez Inc.,313.38M,2.07%,135378,873.77M
369,TTSH,"Tile Shop Holdings, Inc.",297.78M,0.75%,39164,377.15M
370,GCO,Genesco Inc.,296.19M,1.65%,44203,2.31B
371,LANV,Lanvin Group Holdings Limited,290.33M,-3.23%,3917,478.19M
372,AEVA,"Aeva Technologies, Inc.",290.18M,-3.18%,1141718,2.89M
373,HBB,Hamilton Beach Brands Holding Company,289.26M,-0.43%,37571,625.63M
374,LE,"Lands' End, Inc.",283.01M,0.72%,12364,1.49B
375,NATH,"Nathan's Famous, Inc.",281.96M,1.12%,1117,137.03M
376,GENK,"GEN Restaurant Group, Inc.",281.50M,5.89%,36220,181.01M
377,SFIX,"Stitch Fix, Inc.",281.20M,1.71%,821831,1.47B
378,COOK,"Traeger, Inc.",278.91M,7.80%,509174,605.88M
379,IRBT,iRobot Corporation,275.73M,0.86%,983499,890.58M
380,WEYS,"Weyco Group, Inc.",271.63M,0.38%,6146,336.51M
381,LOCO,"El Pollo Loco Holdings, Inc.",269.50M,-0.12%,75649,468.66M
382,JILL,"J.Jill, Inc.",265.65M,2.88%,26067,602.87M
383,BRLT,"Brilliant Earth Group, Inc.",263.11M,0.55%,164629,441.67M
384,JAKK,"JAKKS Pacific, Inc.",261.81M,-2.00%,81901,716.05M
385,CTRN,"Citi Trends, Inc.",261.03M,2.90%,29293,742.22M
386,RERE,ATRenew Inc.,257.03M,2.32%,1754711,1.83B
387,RMBL,"RumbleON, Inc.",256.33M,-0.96%,80663,1.38B
388,CPS,Cooper-Standard Holdings Inc.,250.57M,-0.69%,45747,2.82B
389,CLAR,Clarus Corporation,247.77M,0.31%,297296,286.02M
390,KFS,Kingsway Financial Services Inc.,243.81M,-1.15%,5015,125.94M
391,HOFT,Hooker Furnishings Corporation,240.54M,4.50%,5892,467.75M
392,INSE,"Inspired Entertainment, Inc.",239.90M,-0.11%,34363,318.40M
393,BARK,"BARK, Inc.",232.10M,-1.15%,397173,494.72M
394,INVZ,Innoviz Technologies Ltd.,230.85M,-0.36%,954632,20.88M
395,SGC,"Superior Group of Companies, Inc.",230.33M,2.28%,20491,544.67M
396,ALLG,Allego N.V.,225.97M,-4.71%,138503,167.77M
397,DXLG,"Destination XL Group, Inc.",225.08M,-0.80%,46656,528.55M
398,VRA,"Vera Bradley, Inc.",219.18M,-13.22%,788837,484.61M
399,PRPL,"Purple Innovation, Inc.",218.37M,-13.73%,2672914,510.54M
400,TLYS,"Tilly's, Inc.",215.51M,2.50%,28369,630.41M
401,DIBS,"1stdibs.Com, Inc.",215.02M,6.28%,45889,84.68M
402,LCUT,"Lifetime Brands, Inc.",214.64M,1.78%,60257,686.68M
403,CANG,Cango Inc.,212.91M,-1.14%,32086,283.19M
404,MOND,"Mondee Holdings, Inc.",212.10M,5.11%,58992,200.95M
405,KNDI,"Kandi Technologies Group, Inc.",211.81M,1.24%,68234,133.65M
406,WW,"WW International, Inc.",211.47M,-0.37%,2512876,889.55M
407,TDUP,ThredUp Inc.,211.13M,-2.58%,132586,322.02M
408,CVGI,"Commercial Vehicle Group, Inc.",205.61M,0.66%,39884,1.01B
409,THCH,TH International Limited,200.06M,-,112090,204.41M
410,RCKY,"Rocky Brands, Inc.",194.95M,-0.53%,3793,474.81M
411,JZXN,"Jiuzi Holdings, Inc.",194.21M,26.67%,302634,3.03M
412,CBD,Companhia Brasileira de Distribuição,192.43M,-5.07%,273077,3.27B
413,PLCE,"The Children's Place, Inc.",187.03M,-0.97%,162951,1.60B
414,FSR,Fisker Inc.,183.40M,8.93%,64116067,73.13M
415,EM,Smart Share Global Limited,176.65M,2.96%,479501,421.96M
416,FLXS,"Flexsteel Industries, Inc.",176.14M,1.51%,9520,399.58M
417,ESCA,"Escalade, Incorporated",172.81M,8.90%,14001,270.20M
418,BZUN,Baozun Inc.,172.50M,1.38%,1162468,1.18B
419,HYZN,Hyzon Motors Inc.,170.62M,6.26%,674676,787.00K
420,FLL,"Full House Resorts, Inc.",170.52M,-1.93%,45248,217.11M
421,MPAA,"Motorcar Parts of America, Inc.",164.77M,-3.34%,14049,722.93M
422,VIRC,Virco Mfg. Corporation,157.91M,3.26%,47638,265.30M
423,DLTH,Duluth Holdings Inc.,156.04M,-0.65%,13265,642.83M
424,WISH,ContextLogic Inc.,153.34M,-0.80%,486368,287.00M
425,PNST,Pinstripes Holdings Inc.,152.33M,1.33%,50617,82.53M
426,NIU,Niu Technologies,146.55M,4.76%,299045,383.13M
427,BIRD,"Allbirds, Inc.",142.15M,-19.34%,2792669,266.25M
428,DTC,"Solo Brands, Inc.",141.72M,2.04%,553574,526.70M
429,CATO,The Cato Corporation,136.07M,-0.53%,22779,712.23M
430,BSET,"Bassett Furniture Industries, Incorporated",133.75M,-1.19%,4458,390.14M
431,FATBB,FAT Brands Inc.,127.86M,-0.14%,24,480.46M
432,FAT,FAT Brands Inc.,127.86M,-6.26%,19246,480.46M
433,GRWG,GrowGeneration Corp.,126.30M,-1.21%,524043,230.89M
434,SPWH,"Sportsman's Warehouse Holdings, Inc.",120.09M,-2.34%,196577,1.30B
435,ELA,Envela Corporation,115.08M,0.46%,23898,182.39M
436,LAKE,"Lakeland Industries, Inc.",113.71M,2.66%,7587,122.45M
437,WPRT,Westport Fuel Systems Inc.,110.60M,-4.10%,21100,322.66M
438,AOUT,"American Outdoor Brands, Inc.",110.27M,1.16%,16356,197.00M
439,STKS,"The ONE Group Hospitality, Inc.",107.74M,4.27%,34383,331.15M
440,CPHC,Canterbury Park Holding Corporation,107.45M,-3.19%,1390,61.44M
441,UFI,"Unifi, Inc.",106.77M,0.68%,20372,583.56M
442,RRGB,"Red Robin Gourmet Burgers, Inc.",104.75M,-,216446,1.30B
443,FTEL,Fitell Corporation,102.98M,0.30%,485324,3.87M
444,TOUR,Tuniu Corporation,100.91M,15.92%,2740025,50.71M
445,PRTS,"CarParts.com, Inc.",100.74M,-0.84%,849413,675.73M
446,CAAS,"China Automotive Systems, Inc.",99.91M,0.61%,16829,545.98M
447,STRT,Strattec Security Corporation,98.88M,0.72%,5451,513.34M
448,YTRA,"Yatra Online, Inc.",98.84M,0.66%,174193,52.41M
449,CNTY,"Century Casinos, Inc.",96.54M,0.94%,121963,510.20M
450,AKA,a.k.a. Brands Holding Corp.,94.72M,-9.09%,10294,546.26M
451,LITB,"LightInTheBox Holding Co., Ltd.",91.80M,-2.41%,187127,650.29M
452,SLNA,Selina Hospitality PLC,90.06M,-8.16%,172941,-
453,NDLS,Noodles & Company,89.98M,-5.50%,275405,503.41M
454,KEQU,Kewaunee Scientific Corporation,89.47M,-0.71%,1214,201.04M
455,LIVE,Live Ventures Incorporated,86.86M,-1.42%,4561,403.78M
456,CONN,"Conn's, Inc.",86.42M,-4.08%,89610,1.21B
457,WKHS,Workhorse Group Inc.,85.19M,-1.38%,4965571,13.09M
458,CREV,Carbon Revolution Public Limited,83.90M,15.81%,7805,17.46M
459,BGFV,Big 5 Sporting Goods Corporation,82.35M,-1.36%,252464,884.75M
460,SUP,"Superior Industries International, Inc.",80.06M,2.46%,50090,1.39B
461,LUXH,LuxUrban Hotels Inc.,79.57M,6.48%,153325,98.83M
462,GOEV,Canoo Inc.,75.44M,-3.31%,4586519,519.00K
463,GORV,Lazydays Holdings Inc,74.91M,-4.54%,17173,1.08B
464,NHTC,Natural Health Trends Corp.,72.10M,0.32%,8871,43.92M
465,TUP,Tupperware Brands Corporation,70.33M,0.99%,846554,1.30B
466,NTZ,Natuzzi S.p.A.,69.39M,-1.57%,5671,498.39M
467,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",67.86M,6.93%,16125,355.18M
468,REE,REE Automotive Ltd.,65.82M,-,16182,943.00K
469,PMNT,Perfect Moment Ltd.,65.43M,-2.78%,3,27.03M
470,GAN,GAN Limited,63.55M,-4.26%,1133216,135.65M
471,BGI,Birks Group Inc.,62.00M,-1.06%,3021,170.73M
472,CULP,"Culp, Inc.",61.35M,-1.02%,7223,237.23M
473,TCS,"The Container Store Group, Inc.",59.35M,-1.30%,149696,901.46M
474,PLBY,"PLBY Group, Inc.",59.23M,2.86%,210575,188.34M
475,CJET,"Chijet Motor Company, Inc.",57.76M,-2.86%,68987,17.58M
476,JL,J-Long Group Limited,56.52M,3.61%,1594966,38.29M
477,LL,"LL Flooring Holdings, Inc.",56.09M,-1.02%,119415,904.75M
478,GP,GreenPower Motor Company Inc.,55.49M,-,25718,49.53M
479,CRWS,"Crown Crafts, Inc.",55.30M,0.56%,3222,86.67M
480,SOND,Sonder Holdings Inc.,53.11M,13.33%,30081,573.81M
481,INTG,The InterGroup Corporation,49.81M,3.08%,1985,57.18M
482,ARKR,Ark Restaurants Corp.,49.74M,2.39%,1807,184.84M
483,NCNC,noco-noco Inc.,47.23M,0.24%,131570,-
484,BDL,"Flanigan's Enterprises, Inc.",46.75M,-1.79%,286,177.68M
485,HOUR,"Hour Loop, Inc.",45.96M,0.74%,11609,123.86M
486,FOSL,"Fossil Group, Inc.",45.00M,0.34%,898494,1.49B
487,CENN,Cenntro Electric Group Limited,44.75M,-1.02%,71771,-
488,VIOT,"Viomi Technology Co., Ltd",43.75M,-1.89%,103563,400.66M
489,MULN,"Mullen Automotive, Inc.",42.92M,-1.07%,128630,366.00K
490,VNCE,Vince Holding Corp.,42.88M,-0.29%,4212,308.89M
491,ATER,"Aterian, Inc.",42.60M,-18.06%,1957897,164.71M
492,LGCB,Linkage Global Inc,40.70M,19.81%,86917,22.03M
493,SYPR,"Sypris Solutions, Inc.",40.31M,-,13057,131.20M
494,EVTV,"Envirotech Vehicles, Inc.",38.60M,-6.07%,2538,4.64M
495,ECDA,ECD Automotive Design Inc,37.10M,-8.33%,113367,19.90M
496,TLF,"Tandy Leather Factory, Inc.",36.96M,-,201,77.75M
497,BNED,"Barnes & Noble Education, Inc.",36.68M,0.16%,1201070,1.55B
498,JRSH,"Jerash Holdings (US), Inc.",35.78M,2.06%,8840,119.39M
499,MI,NFT Ltd.,35.19M,-5.89%,371949,4.68M
500,YHGJ,Yunhong Green CTI Ltd.,35.17M,1.23%,5723,16.60M
501,VEV,Vicinity Motor Corp.,34.88M,-0.32%,7002,11.85M
502,KIRK,"Kirkland's, Inc.",34.23M,0.39%,96049,465.22M
503,PEV,Phoenix Motor Inc.,29.96M,3.26%,19672,4.98M
504,MRM,MEDIROM Healthcare Technologies Inc.,29.54M,1.68%,22,49.82M
505,GTIM,Good Times Restaurants Inc.,28.76M,-1.95%,29514,137.86M
506,SOLO,Electrameccanica Vehicles Corp.,27.13M,1.45%,284073,608.43K
507,RENT,"Rent the Runway, Inc.",25.90M,-0.03%,119976,297.80M
508,GDHG,Golden Heaven Group Holdings Ltd.,25.82M,-2.75%,1737737,31.79M
509,RAVE,"RAVE Restaurant Group, Inc.",24.94M,-,19298,11.90M
510,NCL,Northann Corp.,24.37M,-1.39%,99417,10.59M
511,HWH,HWH International Inc.,23.01M,-2.81%,9762,-
512,VRM,"Vroom, Inc.",21.14M,37.91%,805479,866.63M
513,WBUY,WEBUY GLOBAL LTD.,21.03M,-5.53%,150715,44.56M
514,DLA,"Delta Apparel, Inc.",20.38M,3.46%,16860,387.99M
515,RGS,Regis Corporation,20.10M,0.34%,11255,215.91M
516,XELB,"Xcel Brands, Inc.",19.79M,-1.55%,1803,19.53M
517,IPW,iPower Inc.,19.69M,1.48%,8513,86.93M
518,CHSN,Chanson International Holding,19.58M,-1.90%,24927,13.54M
519,WKSP,Worksport Ltd.,19.51M,1.10%,147828,729.32K
520,MGIH,Millennium Group International Holdings Limited,19.35M,2.03%,176725,45.60M
521,CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,-16.06%,41312,42.11M
522,DOGZ,Dogness (International) Corporation,16.66M,1.50%,253484,17.58M
523,BFI,"BurgerFi International, Inc.",16.57M,3.64%,29736,173.87M
524,FRSX,Foresight Autonomous Holdings Ltd.,16.30M,-2.88%,22116,458.00K
525,ZAPP,Zapp Electric Vehicles Group Limited,16.12M,-7.11%,50056,-
526,MOGU,MOGU Inc.,15.53M,-1.06%,258,27.58M
527,YJ,Yunji Inc.,14.33M,-0.72%,2304,107.26M
528,ISPO,Inspirato Incorporated,14.32M,0.74%,2119,345.02M
529,DSS,"DSS, Inc.",13.54M,-,3505,34.72M
530,FGI,FGI Industries Ltd.,13.49M,2.11%,6116,118.08M
531,VLCN,"Volcon, Inc.",12.97M,-2.90%,1307286,2.93M
532,CZOO,Cazoo Group Ltd,12.72M,-1.92%,32532,1.37B
533,JEWL,Adamas One Corp.,12.60M,4.22%,51822,1.82M
534,LTRY,Lottery.com Inc.,12.53M,-1.29%,2511,2.11M
535,CTHR,"Charles & Colvard, Ltd.",11.23M,2.62%,14326,25.06M
536,VEEE,Twin Vee Powercats Co.,10.76M,-2.21%,4983,33.85M
537,SRM,"SRM Entertainment, Inc.",10.58M,1.82%,4372,6.07M
538,JOAN,JOANN Inc.,10.53M,-1.04%,189526,2.16B
539,BTBD,"BT Brands, Inc.",10.49M,2.38%,2543,14.06M
540,SPGC,"Sacks Parente Golf, Inc.",9.76M,-8.59%,2209,240.00K
541,EZGO,EZGO Technologies Ltd.,9.75M,-1.66%,448175,15.92M
542,UXIN,Uxin Limited,9.66M,2.40%,3640,200.74M
543,DXYN,"The Dixie Group, Inc.",9.49M,-3.31%,50205,280.21M
544,PIK,Kidpik Corp.,9.22M,-0.04%,328323,15.61M
545,XWEL,"XWELL, Inc.",8.61M,2.91%,13419,30.26M
546,AYRO,"Ayro, Inc.",8.57M,0.29%,3681,949.93K
547,VMAR,Vision Marine Technologies Inc.,8.22M,-10.49%,39539,3.80M
548,JXJT,JX Luxventure Limited,8.19M,-,24100,49.91M
549,LIDR,"AEye, Inc.",7.34M,-5.98%,81580,2.49M
550,EFOI,"Energy Focus, Inc.",7.31M,9.70%,21423,3.99M
551,FRZA,"Forza X1, Inc.",6.98M,-7.94%,163522,18.56K
552,FORD,"Forward Industries, Inc.",6.53M,-5.86%,9434,33.03M
553,EGOX,Next.e.GO N.V.,6.42M,-13.29%,1729973,-
554,OCG,Oriental Culture Holding LTD,6.11M,-6.80%,2881,1.57M
555,KXIN,Kaixin Auto Holdings,5.67M,-8.19%,1017097,68.40M
556,CNXA,Connexa Sports Technologies Inc.,5.18M,-0.21%,617484,9.78M
557,YOSH,Yoshiharu Global Co.,5.12M,5.13%,10209,9.25M
558,FUV,"Arcimoto, Inc.",4.82M,2.25%,14815,6.61M
559,TRNR,Interactive Strength Inc.,4.43M,5.99%,147610,973.00K
560,FFIE,Faraday Future Intelligent Electric Inc.,4.31M,2.97%,28314590,551.00K
561,SBET,SharpLink Gaming Ltd.,4.29M,-2.19%,2334,-
562,EJH,E-Home Household Service Holdings Limited,4.00M,-5.22%,89893,68.32M
563,JWEL,Jowell Global Ltd.,3.70M,-9.83%,1372,193.98M
564,WNW,Meiwu Technology Company Limited,3.65M,-,7529,30.30M
565,DBGI,"Digital Brands Group, Inc.",3.57M,-1.10%,28295,12.41M
566,OCTO,Eightco Holdings Inc.,3.46M,-1.22%,215300,75.82M
567,SECO,Secoo Holding Limited,3.39M,1.95%,65311,413.47M
568,NVVE,Nuvve Holding Corp.,3.39M,3.60%,140239,7.83M
569,UCAR,U Power Limited,3.22M,3.50%,9147298,752.84K
570,REBN,"Reborn Coffee, Inc.",3.11M,1.60%,141670,5.02M
571,NVFY,"Nova LifeStyle, Inc.",2.62M,-,3838,11.06M
572,IVP,"Inspire Veterinary Partners, Inc.",2.47M,8.43%,11840483,16.07M
573,AUVI,"Applied UV, Inc.",2.24M,1.09%,32121,37.94M
574,AREB,"American Rebel Holdings, Inc.",1.70M,-5.56%,421849,15.27M
575,JFBR,Jeffs' Brands Ltd,1.32M,-5.00%,600582,7.39M
576,BQ,Boqii Holding Limited,1.12M,0.66%,33304,122.67M
