,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
370,HA,"Hawaiian Holdings, Inc.",713.62M,-0.29%,312503,2.72B
371,EGLE,Eagle Bulk Shipping Inc.,713.32M,-0.67%,90705,393.80M
372,GSL,"Global Ship Lease, Inc.",707.99M,0.80%,216316,674.80M
373,OFLX,"Omega Flex, Inc.",705.59M,2.64%,1210,111.47M
374,IIIN,"Insteel Industries, Inc.",684.77M,1.51%,24376,604.01M
375,SPCE,"Virgin Galactic Holdings, Inc.",667.83M,1.50%,5317406,6.80M
376,IRS,IRSA Inversiones y Representaciones SA,659.23M,6.78%,183858,348.50M
377,TPC,Tutor Perini Corporation,655.52M,0.79%,147505,3.88B
378,NVRI,Enviri Corporation,655.44M,0.49%,151625,2.07B
379,ASC,Ardmore Shipping Corporation,655.09M,3.15%,462672,395.98M
380,NPWR,NET Power Inc.,647.64M,5.33%,212203,175.00K
381,AGX,"Argan, Inc.",646.67M,1.90%,6877,527.56M
382,CASS,"Cass Information Systems, Inc.",643.83M,0.66%,17729,197.51M
383,PLPC,Preformed Line Products Company,633.44M,-0.28%,3169,669.68M
384,HSII,"Heidrick & Struggles International, Inc.",629.64M,1.09%,46349,1.04B
385,PL,Planet Labs PBC,618.40M,2.09%,493128,214.82M
386,ATRO,Astronics Corporation,612.16M,-0.78%,46233,689.21M
387,CLCO,Cool Company Ltd.,597.71M,0.99%,150890,372.12M
388,CVLG,"Covenant Logistics Group, Inc.",597.50M,-0.85%,16827,1.10B
389,FIP,FTAI Infrastructure Inc.,592.48M,-1.70%,388801,310.42M
390,LNZA,"LanzaTech Global, Inc.",589.93M,-1.33%,247045,62.63M
391,BWMN,Bowman Consulting Group Ltd.,586.38M,4.61%,165146,346.26M
392,TITN,Titan Machinery Inc.,582.20M,0.78%,59908,2.49B
393,GLDD,Great Lakes Dredge & Dock Corporation,566.96M,2.94%,155229,589.63M
394,EVLV,"Evolv Technologies Holdings, Inc.",563.08M,-1.89%,537160,80.42M
395,SB,"Safe Bulkers, Inc.",562.55M,-0.79%,571139,284.40M
396,CRESY,Cresud S.A.C.I.F. y A.,559.58M,1.75%,239012,743.19M
397,ADSE,ADS-TEC Energy PLC,556.43M,-0.91%,38008,60.74M
398,LMB,"Limbach Holdings, Inc.",540.93M,-1.41%,133450,517.14M
399,NPK,"National Presto Industries, Inc.",537.91M,0.90%,16050,356.54M
400,KE,"Kimball Electronics, Inc.",535.19M,-0.56%,24338,1.84B
401,AMSC,American Superconductor Corporation,525.42M,0.62%,185574,135.35M
402,FC,Franklin Covey Co.,517.50M,0.33%,33119,279.55M
403,EBF,"Ennis, Inc.",512.06M,0.18%,48163,425.37M
404,ACCO,ACCO Brands Corporation,511.66M,1.02%,794017,1.83B
405,LILM,Lilium N.V.,509.96M,3.69%,941280,-
406,SAVE,"Spirit Airlines, Inc.",503.60M,-1.74%,3765241,5.36B
407,EAF,GrafTech International Ltd.,480.28M,5.88%,3607476,620.50M
408,FCEL,"FuelCell Energy, Inc.",478.97M,-2.36%,8351253,103.01M
409,CMPO,"CompoSecure, Inc.",472.98M,0.17%,47357,390.63M
410,MTW,"The Manitowoc Company, Inc.",471.70M,1.74%,64626,2.23B
411,RGP,"Resources Connection, Inc.",452.03M,0.82%,260443,704.52M
412,TRC,Tejon Ranch Co.,435.56M,-0.58%,14775,44.74M
413,BBCP,"Concrete Pumping Holdings, Inc.",420.20M,1.15%,18526,446.38M
414,KODK,Eastman Kodak Company,414.47M,1.63%,1192935,1.15B
415,ACTG,Acacia Research Corporation,401.54M,0.37%,31780,45.91M
416,CIX,CompX International Inc.,399.34M,-0.71%,6278,161.29M
417,DSKE,"Daseke, Inc.",389.87M,0.06%,79088,1.57B
418,FORR,"Forrester Research, Inc.",384.97M,0.43%,108593,480.78M
419,PANL,"Pangaea Logistics Solutions, Ltd.",382.52M,-0.54%,145747,495.31M
420,SWIM,"Latham Group, Inc.",376.40M,-8.23%,513448,583.55M
421,ASLE,AerSale Corporation,370.96M,-4.76%,448691,334.50M
422,HSHP,Himalaya Shipping Ltd.,368.43M,-,13535,36.74M
423,SHYF,"The Shyft Group, Inc.",367.16M,1.42%,114521,872.20M
424,CVEO,Civeo Corporation,366.16M,1.68%,65680,700.81M
425,CYD,China Yuchai International Limited,362.00M,-0.56%,3468,2.30B
426,TBI,"TrueBlue, Inc.",361.90M,0.26%,301525,1.91B
427,WLDN,"Willdan Group, Inc.",359.95M,0.96%,54876,510.10M
428,PTSI,"P.A.M. Transportation Services, Inc.",357.41M,0.31%,10700,868.25M
429,DSX,Diana Shipping Inc.,356.11M,-0.65%,713826,262.10M
430,MTRX,Matrix Service Company,354.69M,-0.23%,124682,765.45M
431,NVX,Novonix Limited,348.22M,1.05%,49389,8.05M
432,ALTG,Alta Equipment Group Inc.,346.66M,1.03%,63640,1.91B
433,NWPX,Northwest Pipe Company,334.36M,0.28%,17599,444.36M
434,AMBI,Ambipar Emergency Response,327.04M,0.34%,79,-
435,WLFC,Willis Lease Finance Corporation,324.20M,2.05%,8573,392.42M
436,PKOH,Park-Ohio Holdings Corp.,316.53M,3.59%,9969,1.66B
437,NL,"NL Industries, Inc.",309.60M,1.75%,9143,161.29M
438,PKE,Park Aerospace Corp.,307.65M,-0.26%,10120,53.20M
439,LEV,The Lion Electric Company,305.80M,-3.85%,971675,253.50M
440,POWW,"AMMO, Inc.",287.16M,1.03%,256456,148.32M
441,LGCL,Lucas GC Limited,281.65M,-,82343,178.46M
442,ORN,"Orion Group Holdings, Inc.",275.36M,-0.12%,91639,711.78M
443,EVI,"EVI Industries, Inc.",275.16M,2.35%,6757,367.55M
444,LXFR,Luxfer Holdings PLC,273.98M,0.29%,34734,405.00M
445,MEC,"Mayville Engineering Company, Inc.",269.43M,-3.40%,15439,588.43M
446,ESEA,Euroseas Ltd.,269.36M,-0.07%,12584,189.36M
447,SLDP,"Solid Power, Inc.",268.02M,-1.01%,1008787,17.41M
448,GHM,Graham Corporation,265.73M,2.18%,20359,179.49M
449,SLND,"Southland Holdings, Inc.",265.13M,-2.35%,2752,1.16B
450,QUAD,"Quad/Graphics, Inc.",264.55M,-1.38%,23601,2.96B
451,MG,"Mistras Group, Inc.",263.15M,3.96%,46704,705.47M
452,SPIR,"Spire Global, Inc.",262.04M,3.63%,147223,105.70M
453,AMPX,"Amprius Technologies, Inc.",260.77M,0.53%,261981,5.90M
454,RLGT,"Radiant Logistics, Inc.",256.20M,1.47%,40398,888.28M
455,BYRN,Byrna Technologies Inc.,252.14M,5.13%,74484,42.64M
456,FSTR,L.B. Foster Company,245.45M,2.64%,24279,543.74M
457,BAER,"Bridger Aerospace Group Holdings, Inc.",243.17M,-1.00%,13339,66.71M
458,GENC,"Gencor Industries, Inc.",238.19M,-1.08%,18675,105.27M
459,PFMT,Performant Financial Corporation,233.70M,-4.61%,434418,110.42M
460,LLAP,Terran Orbital Corporation,233.35M,2.08%,2938702,136.24M
461,TWIN,"Twin Disc, Incorporated",229.53M,-1.71%,4561,294.24M
462,RCMT,"RCM Technologies, Inc.",225.57M,0.95%,25983,262.43M
463,FREY,FREYR Battery,217.94M,-4.17%,640062,-
464,GASS,StealthGas Inc.,216.45M,0.16%,38491,143.53M
465,AAN,"The Aaron's Company, Inc.",212.86M,3.57%,237194,2.14B
466,BLNK,Blink Charging Co.,211.66M,6.69%,7184325,120.49M
467,BLDE,"Blade Air Mobility, Inc.",207.48M,-0.36%,1289891,225.18M
468,MVST,"Microvast Holdings, Inc.",205.47M,1.15%,2200677,266.84M
469,RDW,Redwire Corporation,205.42M,4.10%,138898,234.02M
470,NNBR,"NN, Inc.",204.53M,2.88%,157888,489.27M
471,EOSE,"Eos Energy Enterprises, Inc.",201.57M,0.50%,2210881,16.38M
472,DLHC,DLH Holdings Corp.,196.67M,1.48%,14524,401.00M
473,KNOP,KNOT Offshore Partners LP,185.52M,2.00%,41605,290.72M
474,SST,"System1, Inc.",184.62M,1.78%,21899,589.77M
475,SCWO,"374Water, Inc.",184.41M,1.80%,27782,1.65M
476,GRIN,Grindrod Shipping Holdings Ltd.,177.78M,-,4853,387.10M
477,TUSK,"Mammoth Energy Services, Inc.",175.95M,-0.27%,9485,309.49M
478,HQI,"HireQuest, Inc.",171.94M,0.93%,3473,32.28M
479,LUNR,"Intuitive Machines, Inc.",169.79M,-5.34%,2566142,86.95M
480,SHIP,Seanergy Maritime Holdings Corp.,167.88M,7.49%,828224,125.02M
481,SHIM,Shimmick Corporation,166.73M,0.16%,8186,655.24M
482,ARQ,"Arq, Inc.",157.87M,39.77%,1633667,99.18M
483,EML,The Eastern Company,156.27M,2.99%,9141,273.45M
484,EVTL,Vertical Aerospace Ltd.,145.80M,-1.06%,99374,-
485,TPIC,"TPI Composites, Inc.",145.26M,-6.82%,636525,1.46B
486,CSTE,Caesarstone Ltd.,145.05M,-0.36%,12933,565.23M
487,TG,Tredegar Corporation,142.80M,-1.81%,64675,724.66M
488,ULBI,Ultralife Corporation,142.32M,-2.64%,66878,150.20M
489,ISSC,"Innovative Solutions and Support, Inc.",142.30M,0.06%,29876,37.60M
490,GWH,"ESS Tech, Inc.",141.87M,-0.55%,586869,4.76M
491,QRHC,Quest Resource Holding Corporation,139.82M,1.22%,104461,288.38M
492,SFWL,Shengfeng Development Limited,135.14M,2.48%,67776,388.76M
493,HURC,"Hurco Companies, Inc.",130.71M,5.54%,42677,218.18M
494,TAYD,"Taylor Devices, Inc.",128.38M,1.05%,9734,40.87M
495,ESOA,Energy Services of America Corporation,127.24M,0.91%,8862,334.23M
496,MNTX,"Manitex International, Inc.",126.91M,0.80%,22562,291.39M
497,CRGO,Freightos Limited,123.38M,-0.78%,14027,20.28M
498,DHX,"DHI Group, Inc.",122.48M,-0.20%,70568,151.88M
499,TATT,TAT Technologies Ltd.,116.97M,0.18%,7821,113.79M
500,PESI,"Perma-Fix Environmental Services, Inc.",115.58M,4.59%,87999,83.77M
501,SKYX,SKYX Platforms Corp.,115.21M,3.28%,256129,36.62M
502,ARC,"ARC Document Solutions, Inc.",112.90M,0.08%,50860,281.20M
503,BW,"Babcock & Wilcox Enterprises, Inc.",111.27M,1.21%,776404,1.05B
504,GIFI,"Gulf Island Fabrication, Inc.",110.63M,-0.66%,77528,151.07M
505,SCX,The L.S. Starrett Company,109.52M,0.32%,115943,251.66M
506,BGSF,"BGSF, Inc.",108.77M,-1.83%,1428,316.88M
507,SOAR,Volato Group Inc.,107.40M,0.94%,28445,109.72M
508,TORO,Toro Corp.,106.38M,5.04%,39294,78.47M
509,ELVA,Electrovaya Inc.,104.72M,2.94%,12690,44.06M
510,LICY,Li-Cycle Holdings Corp.,104.61M,29.39%,58891812,-
511,CBAT,"CBAK Energy Technology, Inc.",102.91M,3.91%,228931,202.72M
512,FBYD,"Falcon's Beyond Global, Inc.",102.30M,0.55%,2282,22.85M
513,IVAC,"Intevac, Inc.",101.52M,-2.36%,20903,52.67M
514,MHH,"Mastech Digital, Inc.",100.91M,1.78%,859,212.26M
515,VTSI,"VirTra, Inc.",99.41M,2.23%,52013,36.57M
516,RR,Richtech Robotics Inc.,94.60M,-,43855,8.92M
517,MPU,Mega Matrix Corp.,88.88M,-5.24%,296716,1.51M
518,OMEX,"Odyssey Marine Exploration, Inc.",86.18M,-1.87%,13235,1.11M
519,PMEC,Primech Holdings Ltd.,82.12M,7.14%,3366,69.03M
520,SRFM,Surf Air Mobility Inc.,80.99M,-2.77%,190265,100.01M
521,XOS,"Xos, Inc.",80.01M,-6.72%,4819,34.72M
522,IPWR,Ideal Power Inc.,77.88M,-4.58%,5390,154.00K
523,AENT,Alliance Entertainment Holding Corporation,76.40M,1.33%,3668,1.13B
524,ZCAR,"Zoomcar Holdings, Inc.",75.45M,1.67%,16929,16.54M
525,APT,"Alpha Pro Tech, Ltd.",71.98M,-1.29%,65773,58.19M
526,EDRY,EuroDry Ltd.,67.67M,-1.63%,31131,47.59M
527,FLUX,"Flux Power Holdings, Inc.",66.96M,2.96%,42427,64.48M
528,ESP,Espey Mfg. & Electronics Corp.,64.08M,-,9590,37.02M
529,TOPS,Top Ships Inc.,63.68M,-0.80%,11481,124.43M
530,CODA,"Coda Octopus Group, Inc.",61.96M,0.63%,21439,19.35M
531,PPIH,"Perma-Pipe International Holdings, Inc.",61.41M,3.53%,2248,146.93M
532,PPSI,"Pioneer Power Solutions, Inc.",57.79M,1.72%,72897,42.60M
533,BEEP,Mobile Infrastructure Corporation,57.00M,3.54%,42688,44.38M
534,VATE,INNOVATE Corp.,55.61M,0.76%,96009,1.42B
535,RAIL,"FreightCar America, Inc.",55.14M,3.57%,32392,360.48M
536,AQMS,"Aqua Metals, Inc.",54.01M,3.57%,562165,25.00K
537,AIRT,"Air T, Inc.",51.97M,3.42%,8558,288.53M
538,NTIP,"Network-1 Technologies, Inc.",50.08M,-,5340,2.60M
539,BWEN,"Broadwind, Inc.",50.03M,1.72%,28144,203.48M
540,AP,Ampco-Pittsburgh Corporation,49.66M,-1.20%,11736,407.77M
541,OPXS,"Optex Systems Holdings, Inc",48.11M,-0.85%,3335,28.59M
542,PXS,Pyxis Tankers Inc.,47.28M,0.67%,13678,50.60M
543,GLBS,Globus Maritime Limited,47.13M,2.62%,32213,32.40M
544,HOVR,New Horizon Aircraft Ltd.,44.24M,9.96%,100808,-
545,VCIG,VCI Global Limited,43.35M,2.63%,969420,12.51M
546,BEST,BEST Inc.,41.75M,0.48%,2727,1.11B
547,SUGP,SU Group Holdings Limited,41.60M,-2.79%,45644,20.92M
548,CLIR,ClearSign Technologies Corporation,40.98M,0.46%,14376,1.18M
549,CTRM,Castor Maritime Inc.,40.89M,0.43%,246652,97.52M
550,JOB,"GEE Group, Inc.",40.87M,1.06%,50149,141.93M
551,HSON,"Hudson Global, Inc.",40.45M,2.12%,337,176.72M
552,KSCP,"Knightscope, Inc.",40.44M,3.08%,672992,12.13M
553,LTBR,Lightbridge Corporation,38.90M,0.36%,18253,-
554,STI,Solidion Technology Inc.,38.72M,-5.21%,937188,19.04K
555,HYFM,"Hydrofarm Holdings Group, Inc.",38.06M,0.61%,38802,226.58M
556,CCTG,CCSC Technology International Holdings Limited,35.21M,4.08%,260830,15.94M
557,AZ,A2Z Smart Technologies Corp.,34.93M,3.63%,178832,15.75M
558,SVT,"Servotronics, Inc.",34.57M,4.37%,88,43.47M
559,GTEC,Greenland Technologies Holding Corporation,34.53M,9.84%,15694,86.69M
560,AERT,Aeries Technology Inc.,34.40M,5.45%,30159,105.90M
561,DFLI,Dragonfly Energy Holdings Corp.,33.77M,-3.86%,183468,74.16M
562,FTEK,"Fuel Tech, Inc.",33.42M,0.73%,273189,27.08M
563,MESA,"Mesa Air Group, Inc.",33.03M,2.61%,154712,498.07M
564,RFIL,"RF Industries, Ltd.",32.68M,-1.52%,4139,72.17M
565,GFAI,"Guardforce AI Co., Limited",31.95M,12.00%,706569,35.95M
566,CVV,CVD Equipment Corporation,31.87M,0.86%,5524,27.23M
567,CVU,"CPI Aerostructures, Inc.",30.79M,3.29%,3811,87.04M
568,LICN,Lichen China Limited,30.21M,-6.67%,123647,33.58M
569,OESX,"Orion Energy Systems, Inc.",30.12M,-0.86%,7936,85.80M
570,SPEC,Spectaire Holdings Inc.,28.39M,5.45%,77746,-
571,CACO,Caravelle International Group,28.29M,15.66%,15828,133.78M
572,APWC,Asia Pacific Wire & Cable Corporation Limited,27.83M,3.00%,726,433.89M
573,NEOV,NeoVolta Inc.,27.28M,-2.12%,49125,3.13M
574,SNT,Senstar Technologies Ltd.,26.81M,1.74%,9059,33.77M
575,EPOW,"Sunrise New Energy Co., Ltd.",26.14M,-7.07%,24572,48.57M
576,USEA,United Maritime Corporation,25.51M,0.68%,56664,33.42M
577,FPAY,"FlexShopper, Inc.",25.12M,2.59%,69260,108.12M
578,TISI,"Team, Inc.",24.28M,0.38%,2280,862.62M
579,PSHG,Performance Shipping Inc.,24.13M,2.08%,44900,108.94M
580,SGRP,"SPAR Group, Inc.",23.47M,2.97%,1451,262.29M
581,XPON,Expion360 Inc.,23.40M,-0.90%,14566,6.54M
582,JYD,Jayud Global Logistics Limited,23.12M,3.11%,12292,90.65M
583,UGRO,"urban-gro, Inc.",22.87M,7.65%,39995,73.86M
584,WHLM,"Wilhelmina International, Inc.",22.33M,1.43%,3792,17.54M
585,ALPP,"Alpine 4 Holdings, Inc.",21.61M,0.01%,19602,106.08M
586,IGC,IGC Pharma Inc,20.72M,2.31%,101133,1.22M
587,RVSN,Rail Vision Ltd.,19.46M,4.67%,1439361,142.00K
588,SIF,"SIFCO Industries, Inc.",18.74M,-,452,86.78M
589,DCFC,Tritium DCFC Limited,18.59M,-4.83%,1628271,184.54M
590,IPDN,"Professional Diversity Network, Inc.",18.55M,-4.97%,24008,7.76M
591,LIQT,"LiqTech International, Inc.",17.75M,-0.65%,2469,18.09M
592,OPTT,"Ocean Power Technologies, Inc.",17.35M,-1.73%,149205,3.88M
593,OP,OceanPal Inc.,17.14M,5.98%,44440,18.87M
594,PIXY,"ShiftPixy, Inc.",16.92M,0.32%,7441137,15.64M
595,SIDU,"Sidus Space, Inc.",16.22M,-6.19%,355865,6.95M
596,GVH,Globavend Holdings Limited,16.20M,0.93%,12188,18.59M
597,LASE,Laser Photonics Corporation,15.19M,-11.96%,85938,4.61M
598,CVR,Chicago Rivet & Machine Co.,14.50M,-1.33%,3347,31.58M
599,VRME,"VerifyMe, Inc.",14.49M,-14.14%,73322,26.30M
600,SGLY,Singularity Future Technology Ltd.,14.36M,4.57%,463786,3.68M
601,TOMZ,"TOMI Environmental Solutions, Inc.",14.15M,3.49%,2919,8.64M
602,ASTC,Astrotech Corporation,14.12M,-2.97%,1515,1.99M
603,AIRI,Air Industries Group,13.73M,-3.00%,1525,51.94M
604,JAN,JanOne Inc.,13.19M,2.36%,111612,11.16M
605,ASTR,"Astra Space, Inc.",12.97M,5.10%,241103,963.00K
606,ROMA,Roma Green Finance Limited,12.93M,0.81%,149624,1.74M
607,IDEX,"Ideanomics, Inc.",12.69M,-1.89%,235455,36.48M
608,GRNQ,Greenpro Capital Corp.,12.42M,1.83%,8378,3.29M
609,SHPW,"Shapeways Holdings, Inc.",12.15M,0.54%,6801,33.72M
610,CHNR,"China Natural Resources, Inc.",11.89M,-,28358,2.91M
611,IVDA,"Iveda Solutions, Inc.",11.48M,2.45%,185112,7.59M
612,MWG,Multi Ways Holdings Ltd,11.41M,-1.35%,26821,32.64M
613,CLWT,Euro Tech Holdings Company Limited,10.96M,1.41%,2584,16.18M
614,WLGS,"WANG & LEE GROUP, Inc.",10.79M,0.70%,25237,4.36M
615,DPRO,Draganfly Inc.,10.73M,10.31%,2299991,5.15M
616,YGMZ,MingZhu Logistics Holdings Limited,10.68M,-2.74%,181346,109.83M
617,ARTW,"Art's-Way Manufacturing Co., Inc.",9.52M,1.06%,4213,30.28M
618,KITT,"Nauticus Robotics, Inc.",9.30M,10.76%,659987,8.77M
619,HIHO,Highway Holdings Limited,9.23M,0.48%,5888,-
620,ILAG,Intelligent Living Application Group Inc.,9.03M,4.06%,35107,6.75M
621,ENG,ENGlobal Corporation,8.97M,-2.86%,32407,40.79M
622,AWX,Avalon Holdings Corporation,8.77M,5.33%,1694,84.54M
623,RAYA,Erayak Power Solution Group Inc.,8.61M,10.42%,51426,24.88M
624,PRZO,ParaZero Technologies Ltd.,7.86M,4.75%,98144,560.12K
625,POLA,"Polar Power, Inc.",7.45M,1.32%,96350,18.05M
626,MNTS,Momentus Inc.,7.41M,-3.09%,533301,2.19M
627,DGLY,"Digital Ally, Inc.",7.34M,-2.84%,13146,31.19M
628,EFSH,1847 Holdings LLC,7.13M,-38.46%,1566438,63.06M
629,ESGL,ESGL Holdings Ltd,7.01M,-4.00%,95181,8.39M
630,GWAV,"Greenwave Technology Solutions, Inc.",6.95M,-3.57%,554696,32.65M
631,KIQ,Kelso Technologies Inc.,6.90M,-3.69%,189726,10.14M
632,KWE,KWESST Micro Systems Inc.,6.43M,-5.22%,17882,786.61K
633,GPAK,Gamer Pakistan Inc.,6.31M,0.48%,5177,-
634,VIEW,"View, Inc.",5.69M,-,25766,128.84M
635,BURU,"Nuburu, Inc.",5.37M,-0.96%,173016,2.15M
636,AEHL,Antelope Enterprise Holdings Limited,5.21M,3.50%,16667,63.62M
637,SGBX,Safe & Green Holdings Corp,5.04M,-13.34%,480202,18.67M
638,CEAD,CEA Industries Inc.,4.52M,-0.18%,41698,8.12M
639,ATXG,Addentax Group Corp.,4.09M,3.98%,11859,5.15M
640,BKYI,"BIO-key International, Inc.",4.02M,-5.02%,40848,8.59M
641,AGFY,Agrify Corporation,4.00M,6.18%,554823,19.90M
642,CISS,C3is Inc.,3.74M,0.67%,1597642,-
643,JCSE,JE Cleantech Holdings Limited,3.51M,8.51%,358,14.89M
644,UUU,"Universal Security Instruments, Inc.",3.42M,0.68%,11978,21.00M
645,TBLT,"ToughBuilt Industries, Inc.",2.80M,-0.83%,30898,89.62M
646,RCRT,"Recruiter.com Group, Inc.",2.58M,1.42%,396,9.94M
647,STAF,"Staffing 360 Solutions, Inc.",2.56M,-5.96%,18850,258.50M
648,SMX,SMX (Security Matters) PLC,2.55M,-4.54%,1119132,-
649,NXU,"Nxu, Inc.",2.51M,2.35%,397300,-
650,LGMK,"LogicMark, Inc.",2.45M,-0.87%,13891,9.65M
651,SPCB,SuperCom Ltd.,1.12M,-0.60%,123084,25.51M
652,AULT,"Ault Alliance, Inc.",1.08M,21.77%,22582582,160.92M
